name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
Trello;26245;60;60;2017-11-28;;112;143;125;74;115;2279;35;4807;227;-1;-3;3,086;-3.58;3.57;5.9;258.3;5.9;277;-2;2017-10-27;88;1345;72;7104274;59336;45380;26634;6414692;2017-10-27;154;89893;359;2017-10-31;;24716;18448;2017-10-31
webCRM;26246;40;40;2017-11-28;;70;107;37;81;85;1320;66;74;650343;134914;97092;0.8;-21.16;1.9;-22.36;0.04;-22.36;818829;239487;2017-10-27;23;741346;51;872;39;37;37;443;2017-10-27;98;420;2;2017-10-31;;608;34;2017-10-31
CRM1;26248;;;;;34;57;0;25;75;;;3;10797922;5839060;6093306;0.01;-68.75;3;-33.24;0;-33.24;9976409;6003727;2017-10-27;19;4210924;45;194;22;19;16;166;2017-10-27;0;231;1;2017-10-31;;0;0;2017-10-31
"Lundalogik AB";26249;90;90;2017-11-28;;62;105;17;84;78;598;92;14;2236956;-153822;-509491;0.17;30;1.6;-45.45;0.01;-45.45;2843199;544061;2017-10-27;10;3547377;46;2;2;2;2;2;2017-10-27;530;802;109;2017-10-31;;735;80;2017-10-31
24SevenOffice;26251;51;51;2017-06-03;;73;103;39;72;105;752;88;108;336901;78232;88823;1.4;-29.34;4.3;-2.73;0.14;-2.73;282656;68379;2017-10-27;46;180439;56;20683;767;490;434;8341;2017-10-27;17;1326;250;2017-10-31;;215;2;2017-10-31
SuperOffice;26252;250;250;2017-11-28;;85;113;62;86;99;1365;64;376;77976;3428;2602;9.54;-6.542;3.1;-6.098;0.69;-6.098;81353;6511;2017-10-27;25;53239;60;318;42;43;43;156;2017-10-27;0;2476;109;2017-10-31;;2251;423;2017-10-31
"Uni Micro AS";26253;;;;;56;97;27;36;94;620;86;291;888359;-33137;72290;0.42;-10.86;4.4;60;0.04;60;714352;-247695;2017-10-27;12;26847;62;89;33;32;32;84;2017-10-27;4;1527;10;2017-10-31;;119;4;2017-10-31
"Fiken AS";26254;5;5;2017-11-28;;61;73;58;59;62;851;84;47;87107;-7410;-12467;7;10;6.2;-14.72;1.01;-14.72;59085;1411;2017-10-27;34;1335364;49;1756;135;110;103;1026;2017-10-27;;;;;;227;39;2017-10-31
"Frilans Finans Sverige";26255;1500;1500;2017-11-28;;72;104;34;94;84;2997;22;67;509420;-136432;-129914;1.1;30;2.1;2;0.05;2;624225;-167604;2017-10-27;24;220620;55;219;36;35;30;106;2017-10-27;5;3932;40;2017-10-31;;235;74;2017-10-31
Tripletex;26256;10;10;2017-11-28;;70;107;57;63;73;1207;70;64;101284;-8146;-9322;7.1;7;3;-0.987;0.5;-0.987;106008;-7383;2017-10-27;11;269467;54;505;83;86;83;372;2017-10-27;0;4060;107;2017-10-31;;425;52;2017-10-31
Vegasmb;26257;5;5;2017-11-28;;37;35;0;59;70;;;6;8115430;-2248597;-3436062;0.02;60;3;-32.4;0;-32.4;6995959;-528624;2017-10-27;10;14932414;40;3;3;3;3;3;2017-10-27;22;39;0;2017-10-31;;;;
"Conta Factura";26260;;;;;56;108;45;27;68;1170;71;48;331398;-4569;-1207;2.3;-1.58;1.1;1;0.06;1;569901;-11401;2017-10-27;33;2318709;47;3322;385;110;99;2614;2017-10-27;0;7584;41;2017-10-31;;292;6;2017-10-31
Zubarus;26261;;;;;33;0;23;25;76;;;7;3906228;1840163;2079878;0.06;-56;4;-28.4;0.01;-28.4;3280074;1757621;2017-10-27;11;3392973;46;13880;20;19;19;7069;2017-10-27;;;;;;;;
e-conomic;26262;154;154;2017-08-09;;66;71;62;82;53;1454;60;142;611720;276487;235542;0.99;-53.359;1.3;-5.714;0.03;-5.714;918802;410787;2017-10-27;23;404227;53;152;24;24;24;74;2017-10-27;;;;;;329;139;2017-10-31
SendRegning;26263;5;5;2017-11-28;;66;106;45;59;78;735;88;46;512382;99652;114336;0.94;-27.23;3;6;0.07;6;516159;82340;2017-10-27;11;816734;51;286;24;25;24;286;2017-10-27;23;5405;2;2017-10-31;;238;0;2017-10-31
Sliptree;26264;2;2;2017-08-09;;58;94;31;54;78;2264;35;16;2422036;782519;804156;0.13;-41.86;2.1;-4.867;0.01;-4.867;2655306;850601;2017-10-27;23;1438194;49;292;116;81;73;262;2017-10-27;0;931;1;2017-10-31;;75;3;2017-10-31
"Faktum Faktura";26266;;;;;33;34;6;25;77;;;2;9173704;-1097750;1572064;0.02;-25;4;300;0;300;7266765;-5506514;2017-10-27;11;5201149;44;5;4;4;4;5;2017-10-27;0;21;0;2017-10-31;;;;
Compello;26267;30;30;2017-11-28;;57;46;34;75;80;4102;11;43;896317;44034;39111;0.6;-8.571;1.3;-0.741;0.02;-0.741;1300464;56432;2017-10-27;14;535417;52;39;6;6;6;7;2017-10-27;107;1877;18;2017-10-31;;;;
EHFportal;26268;;;;;24;0;0;25;70;;;4;7930411;772846;2604890;0.02;-42.86;3;200;0;200;7031168;-2475893;2017-10-27;10;10277585;42;3;3;3;3;3;2017-10-27;;;;;;;;
Evolumi;26269;5;5;2017-11-28;;46;91;0;59;71;;;4;6496539;-335065;-824149;0.04;20;1;-23.08;0;-23.08;7957105;326365;2017-10-27;7;9916590;42;0;0;0;0;0;2017-10-27;0;54;0;2017-10-31;;129;30;2017-10-31
B2B;26270;;;;;35;73;0;25;70;;;7;14976063;-1957808;-9879917;0.01;100;1;-90.884;0;-90.884;17145404;8772157;2017-10-27;8;11034455;41;23;6;7;7;10;2017-10-27;0;38;0;2017-10-31;;15;0;2017-10-31
Upsales;26271;15;15;2017-11-28;;63;66;51;65;77;2076;40;32;537792;-42620;-5475;0.72;-1.1;6.4;40;0.11;40;352431;-112893;2017-10-27;20;671247;51;59;20;18;18;59;2017-10-27;;;;;;240;51;2017-10-31
Zervant;26272;23;23;2017-11-28;;80;117;68;71;84;1516;58;159;54792;-2777;-4245;14.9;5;2.8;-8.824;0.98;-8.824;60817;589;2017-10-27;11;337337;54;100;41;41;41;100;2017-10-27;2;4773;2;2017-10-31;;1706;715;2017-10-31
Firmify;26273;150;150;2017-11-28;;57;100;14;79;71;1554;56;15;1646664;-601630;-209740;0.17;10;5.7;200;0.02;200;1127441;-1397650;2017-10-27;11;2030338;48;3;3;3;3;3;2017-10-27;0;2697;16;2017-10-31;;80;56;2017-10-31
Frifaktura;26274;;;;;23;0;0;25;66;582;93;13;6723977;-4702416;-3188137;0.03;70;2;100;0;100;7027238;-6977231;2017-10-27;7;20389638;38;6;5;5;5;6;2017-10-27;;;;;;;;
Faktura24;26275;;;;;25;0;0;25;74;;;10;;;;;;;;;;;;2017-10-27;11;5449126;44;4;4;4;4;4;2017-10-27;;;;;;;;
Pagero;26276;75;75;2017-04-22;;46;107;0;74;47;574;91;24;3762641;-2219633;-2194430;0.07;80;2;7;0;7;3959909;-2281088;2017-10-27;12;702309;51;17;4;4;4;5;2017-10-27;71;550;46;2017-10-31;;773;105;2017-10-31
Billogram;26277;21;21;2017-11-28;;69;114;49;67;75;1275;67;38;153869;-20457;-26816;3.6;20;5.4;-4.921;0.46;-4.921;113751;-11077;2017-10-27;39;636335;52;2561;227;230;208;2130;2017-10-27;60;10590;15;2017-10-31;;1220;186;2017-10-31
SpeedLedger;26278;65;65;2017-11-28;;68;106;41;78;73;2025;41;66;441909;-30479;-18267;1.3;3;1.8;10;0.06;10;580775;-66048;2017-10-27;13;356879;53;183;35;34;32;183;2017-10-27;0;4927;28;2017-10-31;;458;9;2017-10-31
OnePageCRM;26280;20;20;2017-11-28;;79;118;68;67;84;2164;37;162;62054;-6493;-8528;10;9;7.5;-1.32;1.74;-1.32;37185;-3405;2017-10-27;14;152183;56;823;84;83;80;675;2017-10-27;0;1418;2;2017-10-31;;6984;1693;2017-10-31
Xero;26281;1970;1970;2017-11-28;;112;143;105;107;111;1579;56;2310;2207;26;6;295;-1.72;8.85;-1.56;61.23;-1.56;1123;10;2017-10-27;32;2540;70;8122;1109;1023;878;7831;2017-10-27;0;136409;2467;2017-10-31;;46396;9675;2017-10-31
invoice2go;26282;100;100;2017-11-28;;79;81;72;79;87;2759;25;78;49245;-7274;-2985;14.5;3;4.77;44;1.62;44;39563;-16763;2017-10-27;55;84985;58;6844;1260;960;861;4798;2017-10-27;;;;;;2114;57;2017-10-31
"Genius Project";26284;10;10;2017-11-28;;63;98;25;72;89;2465;30;81;832417;94059;73113;0.6;-13.57;1.8;-8.763;0.03;-8.763;1069939;150197;2017-10-27;22;974055;50;954;26;25;25;529;2017-10-27;0;85;3;2017-10-31;;520;129;2017-10-31
"CRM Portalen AB";26286;5;5;2017-11-28;;40;28;26;63;46;749;86;4;1665215;17540;80120;0.19;-7.792;3.8;20;0.02;20;1417238;-97345;2017-10-27;12;1114621;50;8;3;3;3;8;2017-10-27;;;;;;0;0;2017-10-31
Apptivo;26287;201;201;2017-11-28;;79;125;54;83;83;5149;6;289;178602;20239;18803;3.1;-13.01;4.5;-12.35;0.33;-12.35;147204;26069;2017-10-27;11;337679;54;930;77;85;82;890;2017-10-27;0;3682;8;2017-10-31;;18575;46;2017-10-31
OpenCRM;26288;15;15;2017-09-28;;64;110;35;67;74;3189;20;61;438855;16023;16990;1.3;-7.5;2;1;0.06;1;547699;16241;2017-10-27;37;875897;50;19443;414;163;152;11395;2017-10-27;4;146;12;2017-10-31;;2787;268;2017-10-31
Intouch;26289;10;10;2017-11-28;;71;112;49;65;84;2486;30;113;475225;-62209;-50888;1.5;10;1.1;0.9;0.04;0.9;784819;-100508;2017-10-27;22;1016391;50;191;25;26;26;161;2017-10-27;0;493;3;2017-10-31;;6281;1243;2017-10-31
Bullhorn;26290;650;650;2017-11-28;;90;124;65;97;100;2180;37;434;66327;-3653;-6377;12.8;8;2.23;-13.57;0.67;-13.57;83642;2754;2017-10-27;13;59767;59;50771;116;120;119;50546;2017-10-27;226;2158;17;2017-10-31;;14583;1745;2017-10-31
Accelo;26292;;;;;51;13;60;31;83;2888;23;41;108250;12673;8516;5.9;-10.95;4.3;-22.06;0.59;-22.06;91955;22480;2017-10-27;12;182255;56;163;30;31;31;75;2017-10-27;;;;;;;;
"Gold-Vision CRM";26293;30;30;2017-11-28;;54;100;0;73;84;;;24;2407446;228126;329582;0.13;-16.95;2.4;10;0.01;10;2492635;84702;2017-10-27;10;779001;51;19;5;5;5;10;2017-10-27;0;45;1;2017-10-31;;1419;496;2017-10-31
Teamgate;26294;15;15;2017-11-28;;75;122;48;70;89;1404;62;39;280438;70637;84950;1.8;-32.69;4.5;5;0.19;5;228620;52142;2017-10-27;12;175328;56;68;23;23;23;67;2017-10-27;1;2160;4;2017-10-31;;1272;1688;2017-10-31
Freshsales;26295;990;990;2017-11-28;;88;98;75;100;87;2670;27;42;63648;-6202;-6903;8.92;6;10.7;10;2.23;10;30154;-4975;2017-10-27;12;322077;54;202;25;25;25;197;2017-10-27;42;1028;42;2017-10-31;;40;16;2017-10-31
"Intuit QuickBooks";26296;9700;9700;2017-11-28;4441089450;123;134;118;116;132;7336;9;12417;436;-20;5;1,628;-0.41;3.51;6.7;133.8;6.7;495;-50;2017-10-27;85;972;73;1103928;18947;14158;9430;360810;2017-10-27;0;224254;1751;2017-10-31;;4346;432;2017-10-31
Invoiced;26297;5;5;2017-11-28;;71;111;55;59;81;2392;32;38;129603;1861;4081;4.8;-5.746;4;6;0.46;6;113705;-2319;2017-10-27;40;316067;54;1186;186;226;215;788;2017-10-27;8;151;1;2017-10-31;;2024;1790;2017-10-31
InvoiceBerry;26300;5;5;2017-11-28;;75;125;59;59;84;1771;49;208;133926;-3157;-5464;5.7;3;2;-6.481;0.27;-6.481;172837;2103;2017-10-27;26;302879;54;478;59;55;54;229;2017-10-27;0;21460;107;2017-10-31;;12215;5239;2017-10-31
"Paper Free Billing";26301;;;;;34;82;0;25;64;;;14;;;;;;;;;;;;2017-10-27;5;31864992;35;0;0;0;0;0;2017-10-27;;;;;;3088;2;2017-10-31
Invoicera;26302;10;10;2017-11-28;;71;121;45;63;86;2184;37;300;330633;15309;8241;1.5;-5.482;3.8;-9.832;0.13;-9.832;298169;29447;2017-10-27;10;597065;52;625;61;64;60;625;2017-10-27;0;5440;4;2017-10-31;;7635;891;2017-10-31
"Clear Books";26303;26;26;2017-11-28;;80;130;60;70;88;1484;59;133;93888;20213;27226;5.6;-26.75;11;-3.03;1.46;-3.03;43068;10090;2017-10-27;14;96545;58;446;67;67;61;389;2017-10-27;43;26103;33;2017-10-31;;4120;416;2017-10-31
Invoicely;26304;;;;;49;0;62;25;86;5848;4;34;77597;-776;2744;8.15;-6.173;5.66;19;1.08;19;55814;-6841;2017-10-27;47;164386;56;1795;461;438;395;1647;2017-10-27;;;;;;;;
Crunch;26305;160;160;2017-11-28;;82;125;61;80;88;1748;50;203;82300;5805;4899;7.8;-8.548;5.1;-10.84;0.93;-10.84;63211;8685;2017-10-27;30;71064;59;542;77;80;80;239;2017-10-27;23;2708;48;2017-10-31;;17699;1613;2017-10-31
OneBizz;26306;15;15;2017-11-28;;50;95;0;65;80;;;19;;;;;;;;;;;;2017-10-27;11;2787701;47;7;4;4;4;6;2017-10-27;6;223;0;2017-10-31;;111;28;2017-10-31
SmarterCRM;26307;;;;;31;45;0;25;74;;;1;;;;;;;;;;;;2017-10-27;10;5734234;44;42;5;4;4;16;2017-10-27;13;686;5;2017-10-31;;;;
SimplyCRM;26308;;;;;35;42;9;25;77;;;1;7863284;-4712612;-4289611;0.03;100;2;30;0;30;8492359;-5484177;2017-10-27;14;8487884;43;308;10;9;9;163;2017-10-27;0;552;1;2017-10-31;;;;
SkyViewCRM;26309;;;;;31;58;0;25;64;;;;;;;;;;;;;;;2017-10-27;9;28002657;36;153;1;1;1;153;2017-10-27;;;;;;111;0;2017-10-31
"Clickmate CRM";26310;;;;;35;83;0;25;64;;;4;;;;;;;;;;;;2017-10-27;11;32828442;35;603;3;5;5;33;2017-10-27;0;56;0;2017-10-31;;32;0;2017-10-31
UniCRM;26311;;;;;26;0;0;25;79;;;2;;;;;;;;;;;;2017-10-27;13;2593733;47;6;5;5;5;6;2017-10-27;;;;;;;;
ChannelCRM;26312;5;5;2017-11-28;;44;77;0;59;73;;;5;;;;;;;;;;;;2017-10-27;13;6311445;44;15;7;6;6;9;2017-10-27;0;108;0;2017-10-31;;16;4;2017-10-31
Boxus;26313;;;;;24;0;0;25;72;;;2;;;;;;;;;;;;2017-10-27;9;8645703;42;56;2;2;2;56;2017-10-27;;;;;;;;
hurtigfaktura.dk;26314;;;;;23;0;0;25;66;;;1;2427997;-656438;-959125;0.12;50;3.1;-29;0.01;-29;2238469;-135945;2017-10-27;7;19466248;38;1;1;1;1;1;2017-10-27;;;;;;;;
FakturaService.dk;26316;5;5;2017-11-28;;41;40;25;59;46;519;92;8;2620215;-777400;-1077496;0.14;60;1.5;-36.13;0;-36.13;3322661;-155541;2017-10-27;27;2808840;47;244;77;76;56;176;2017-10-27;;;;;;2;0;2017-10-31
Epay;26317;;;;;44;0;42;28;91;624;92;224;247446;-86033;-93586;2.3;41;3.2;0.3;0.17;0.3;244255;-84300;2017-10-27;22;42843;60;13935;83;87;84;9022;2017-10-27;;;;;;;;
Sproom;26318;13;13;2017-11-28;;42;13;12;64;80;891;72;19;1544510;-11361;-65908;0.21;3;3.9;-14.6;0.02;-14.6;1305651;95175;2017-10-27;22;481444;52;54;27;26;26;42;2017-10-27;;;;;;;;
Fakturanet;26319;;;;;21;0;0;25;58;;;5;;;;;;;;;;;;2017-10-27;6;40111599;34;1;1;1;1;1;2017-10-27;;;;;;;;
B2Brouter;26320;;;;;49;76;50;25;55;901;82;33;308958;35954;27265;1.4;-10.83;7.1;-24.58;0.24;-24.58;191990;49381;2017-10-27;12;3448017;46;167;21;20;20;149;2017-10-27;;;;;;1033;164;2017-10-31
Ibistic;26321;20;20;2017-11-28;;43;67;13;67;49;;;8;3658400;-1123427;-1005581;0.1;40;1;0;0;0;5242482;-1429010;2017-10-27;23;2715115;47;364;94;92;79;218;2017-10-27;;;;;;107;458;2017-10-31
Billy;26322;5;5;2017-11-28;;72;109;57;65;79;3847;13;41;336683;-58984;-40002;1.5;10;3.9;30;0.13;30;297726;-108308;2017-10-27;18;295899;54;238;47;46;40;237;2017-10-27;37;8128;86;2017-10-31;;451;52;2017-10-31
Dinero;26323;20;20;2017-11-28;;77;117;66;67;79;1491;59;512;82876;-8771;-8268;6.82;6;8.68;10;1.39;10;45064;-8995;2017-10-27;48;161818;56;130953;552;525;403;117282;2017-10-27;63;18043;185;2017-10-31;;1237;32;2017-10-31
"Antura AB";26324;;;;;24;0;0;33;63;;;2;;;;;;;;;;;;2017-10-27;7;32973289;35;1;1;1;1;1;2017-10-27;;;;;;;;
EazyProject;26325;;;;;34;60;0;25;75;;;2;3661112;-1262442;-1352817;0.08;50;2;-6.395;0;-6.395;4383218;-1169805;2017-10-27;7;6891271;43;5;4;4;4;5;2017-10-27;;;;;;128;0;2017-10-31
"ValueFrame Oy";26327;30;30;2017-11-28;;56;95;37;69;46;1531;47;31;364572;-123497;-163092;1.2;40;5.6;-11.61;0.16;-11.61;261814;-63806;2017-10-27;20;1512729;49;74;21;20;20;37;2017-10-27;1;116;1;2017-10-31;;256;2;2017-10-31
"Isolta Invoicing";26328;14;14;2017-08-09;;54;58;34;65;72;1603;55;27;633534;206728;199623;0.81;-40.7;2;-1.96;0.04;-1.96;780379;248529;2017-10-27;13;15823255;40;49;9;8;8;33;2017-10-27;;;;;;34;0;2017-10-31
Laskutuspohja;26329;;;;;28;0;13;25;68;;;6;1956939;-40451;58639;0.16;-6.452;3.5;20;0.01;20;1732132;-226374;2017-10-27;12;15232405;40;9;7;7;7;9;2017-10-27;;;;;;;;
"Merit Aktiva";26330;;;;;42;88;25;25;56;905;82;19;989530;-222987;-140696;0.36;10;4.6;50;0.04;50;777243;-402138;2017-10-27;16;3655167;46;49;11;10;10;24;2017-10-27;0;1199;18;2017-10-31;;24;0;2017-10-31
Joiqu;26331;;;;;46;102;21;29;67;;;3;8230806;2833667;3515760;0.02;-57.895;2;50;0;50;8270473;1790907;2017-10-27;9;16659876;39;3;2;2;2;3;2017-10-27;0;91;0;2017-10-31;;813;2059;2017-10-31
PlanMill;26332;5;5;2017-11-28;;55;100;34;59;55;1138;73;43;540459;48717;36851;0.89;-10.03;2.9;-11.38;0.06;-11.38;557790;80017;2017-10-27;20;4477982;45;89;21;20;20;64;2017-10-27;13;29;3;2017-10-31;;3112;89;2017-10-31
Wave;26445;150;150;2017-11-28;;97;130;94;77;102;3903;13;282;5144;-409;-506;150;5.2;5.92;3.1;20.86;3.1;3610;-404;2017-10-27;26;21677;62;1866;420;397;353;1821;2017-10-27;0;13635;236;2017-10-31;;16470;2274;2017-10-31
AFAS;81783;420;420;2017-11-28;;79;126;44;91;89;;;11;5735733;202178;257926;0.05;-5.556;2;1;0;1;6659761;198112;2017-10-27;14;9196301;42;15;8;8;8;15;2017-10-27;4878;4350;53;2017-10-31;;13410;745;2017-10-31
"EBP Belgium";81846;;;;;26;0;11;13;75;;;19;1748917;-1381917;-1272724;0.2;100;2.6;30;0.01;30;1797016;-1701209;2017-10-27;10;4077961;45;2;2;2;2;2;2017-10-27;;;;;;;;
"Intuit Canada ULC";81896;;;;4441089450;70;91;71;29;99;2322;34;802;41174;14981;11202;22.6;-33.35;2.12;-33.54;1.12;-33.54;53988;26497;2017-10-27;14;38290;61;793;116;118;118;744;2017-10-27;;;;;;11542;4029;2017-10-31
"Wolters Kluwer";84703;17810;17810;2017-11-28;4015930411.5;100;129;76;116;100;1624;54;905;64081;1181;618;12.1;-4.22;3;-4.1;0.86;-4.1;67462;3122;2017-10-27;17;12551;64;7845392;4480;3530;2952;7740067;2017-10-27;0;21430;148;2017-10-31;;7597;1202;2017-10-31
Bouw365;89638;;;;;28;60;0;13;63;;;2;;;;;;;;;;;;2017-10-27;5;37376112;34;0;0;0;0;0;2017-10-27;;;;;;76;2;2017-10-31
Akti;91154;5;5;2017-11-28;;45;119;0;59;51;;;9;3015253;-2493102;-2464624;0.1;100;2;7;0;7;3349794;-2580690;2017-10-27;28;1547268;49;9355;83;79;75;4970;2017-10-27;0;3370;6;2017-10-31;;922;796;2017-10-31
"UNIT4 AS";91664;4300;4300;2017-11-28;555171353.1;92;116;55;103;117;1182;71;383;185025;-17607;-18878;3.9;10;1.8;-4.26;0.17;-4.26;252219;-18666;2017-10-27;12;25801;62;294;58;61;59;205;2017-10-27;165;2238;13;2017-10-31;;5525;942;2017-10-31
Rodeo;93916;;;;;41;50;23;25;80;;;2;9771314;-598727;-495007;0.02;10;1;3;0;3;11311939;-767303;2017-10-27;14;5200955;44;66;13;13;12;37;2017-10-27;2;1888;8;2017-10-31;;;;
Billonline;95360;;;;;30;67;0;13;69;;;1;8256756;2337935;2196397;0.02;-33.33;3;-26.21;0;-26.21;7212013;2682115;2017-10-27;9;16828534;39;2;2;2;2;2;2017-10-27;;;;;;171;141;2017-10-31
"Syneton Bvba";95361;15;15;2017-11-28;;52;103;0;65;82;;;26;11105801;8027026;9494334;0.01;-87.5;3;60;0;60;9878276;6247312;2017-10-27;11;1285620;49;2;2;2;2;2;2017-10-27;534;361;37;2017-10-31;;631;84;2017-10-31
"AND CO";112369;11;11;2017-11-28;;65;55;55;65;85;2520;30;54;84086;6326;11271;8.96;-17.87;2.8;26;0.59;26;92409;-4726;2017-10-27;19;226908;55;213;72;75;71;199;2017-10-27;0;13890;60;2017-10-31;;;;
EspoCRM;112512;5;5;2017-11-28;;61;45;46;59;93;2242;35;182;394323;-8932;-16241;1.3;2;2.9;-6.796;0.09;-6.796;412388;7741;2017-10-27;12;88269;58;149;29;29;29;104;2017-10-27;0;780;2;2017-10-31;;;;
Streak;112981;20;20;2017-11-28;;120;50;184;76;117;1644;54;405;75922;3872;4274;12.2;-10.44;1.61;5;0.46;5;113263;3961;2017-10-27;18;72237;59;582;209;219;201;581;2017-10-27;50;3682;78;2017-10-31;;;;
Close.io;112988;27;27;2017-11-28;;73;50;75;68;88;2243;35;496;28455;1412;3876;21;-13.16;14.6;35;7.21;35;10494;-1819;2017-10-27;55;68389;59;13731;1045;1041;892;6766;2017-10-27;0;3575;3140;2017-10-31;;;;
weclapp;113025;5;5;2017-11-28;;62;55;56;59;81;1732;50;56;117426;-5591;-8581;5.3;5;4.3;-7.576;0.53;-7.576;100178;117;2017-10-27;12;181045;56;82;28;28;27;80;2017-10-27;18;13738;64;2017-10-31;;;;
Lexware;113027;;;;;58;53;66;13;97;1226;69;477;76919;5623;639;10.2;-4.02;2.6;-24.26;0.62;-24.26;89346;19215;2017-10-27;14;16399;63;5030;87;82;77;4863;2017-10-27;0;14418;111;2017-10-31;;;;
http://adventor.no/;113030;;;;;22;13;0;25;56;;;1;;;;;;;;;;;;2017-10-27;3;90240072;22;2;2;2;2;2;2017-10-27;;;;;;;;
onFact;165247;;;;;33;44;23;27;46;;;6;2607996;672778;733287;0.11;-34.38;3;-2.12;0.01;-2.12;2530832;636713;2017-10-27;13;1598816;48;44;23;21;16;43;2017-10-27;0;320;0;2017-10-31;;;;
Hatchbuck;170447;20;20;2017-11-28;;67;55;61;67;85;1756;50;219;90130;-5900;-8315;7.4;7;4.5;-4.71;0.76;-4.71;75451;-1993;2017-09-26;12;148220;56;309;65;70;70;290;2017-10-30;4;21342;180;2017-10-31;;;;
Salesflare;170466;6;6;2017-11-28;;70;114;57;60;73;;;;;;;;;;;;;;;;;;;;;;;;;0;943;23;2017-10-31;;759;629;2017-10-31
Flowdeck;170467;2;2;2017-11-02;;14;0;0;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Contactually;170468;80;80;2017-11-28;;71;56;66;74;87;3621;15;432;56642;-1484;-2264;12.8;1;4.5;-1.75;1.34;-1.75;47057;-419;2017-09-26;14;61714;59;1678;248;256;248;1632;2017-09-26;172;19489;116;2017-10-31;;;;
Axonaut;170469;;;;;40;45;42;25;50;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Gripp;170470;;;;;49;100;40;28;50;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;300;3;2017-10-31
Holded;170472;5;5;2017-11-28;;61;49;66;62;62;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
CentralStationCRM;170473;;;;;35;45;6;25;80;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Ionprojects;170540;5;5;2017-11-28;;42;36;0;65;83;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
AGYcrm;170543;1;99;2017-11-07;;39;40;0;71;62;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Bluejet;170545;;;;;31;39;0;13;88;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Fakturoid;170546;5;5;2017-11-28;;58;49;50;59;75;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Freelo;170547;3;3;2017-11-07;;40;16;32;56;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GroupCamp;170548;10;10;2017-11-28;;54;41;33;63;82;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
"Hypos CRM";170549;5;5;2017-11-28;;34;13;0;59;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Innone;170550;;;;;29;13;17;13;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Intouch CRM";170551;;;;;25;0;21;25;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RAYNET s.r.o.";170552;5;5;2017-11-28;;47;48;19;59;73;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
"CRM Service";170553;20;20;2017-11-28;;41;0;13;71;75;;;5;3308544;-176600;-39153;0.11;-2.44;1;10;0;10;4452237;-479412;2017-08-18;11;6008508;44;51;18;17;16;48;2017-08-18;;;;;;;;
Számlahegy;170556;;;;;33;39;12;25;70;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
ConnectWise;170558;810;810;2017-11-28;;90;128;65;97;97;1665;53;362;63274;-18161;-19375;12.2;31;3.1;0.3;0.89;0.3;65770;-18784;2017-10-27;13;77211;58;918;100;96;92;741;2017-10-27;538;15609;196;2017-10-31;;8253;1951;2017-10-31
Resco.net;170567;10;10;2017-11-28;;58;47;32;67;94;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
noCRM.io;170569;5;5;2017-11-28;;61;13;67;65;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360ksiegowosc;170570;;;;;39;53;27;25;60;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Bugilo;170575;5;5;2017-11-28;;37;42;0;59;65;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
Chmiuro;170576;;;;;39;43;25;25;70;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
"CRM Vision";170577;;;;;37;40;17;25;77;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-10-31;;;;
