name;id;"employees (lower bound)";"employees (upper bound)";employee_date;revenue;"datascouts score";social_score;traction_score;business_size_score;seo_score;median_load_time;median_load_time_percentile;incoming_links_count;alexa_rank;alexa_rank_change;reach_alexa_rank_change;reach_per_million;reach_per_million_change_percentile;page_views_per_user;page_views_per_user_change_percentile;page_views_per_million;page_views_per_million_change_percentile;page_views_alexa_rank;page_views_alexa_rank_change;alexa_date;rank;top_rank;domain_rating;backlinks_count;referring_domains_count;referring_ips_count;referring_class_c_count;referring_pages_count;ahrefs_date;checkins_count;likes_count;talking_about_count;facebook_date;listed_count;tweet_count;favourites_count;twitter_date
Trello;26245;60;60;2017-11-28;;112;143;125;74;115;2063;40;4807;227;-8;-3;3,262;3.9;3.4;0;260.2;0;274;-14;2017-08-27;88;1350;72;8489697;59066;44864;26252;6414408;2017-08-27;148;87450;292;2017-08-29;;24716;18448;2017-08-29
webCRM;26246;40;40;2017-11-28;;70;107;37;81;85;1342;65;74;608991;139167;129437;0.86;-28.76;2.1;-5.381;0.04;-5.381;734275;175977;2017-08-27;25;770962;51;924;44;44;44;461;2017-08-27;95;418;3;2017-08-29;;608;34;2017-08-29
CRM1;26248;;;;;34;57;0;25;75;;;3;6435073;3940301;5167521;0.03;-80.392;4;100;0;100;4786921;1966751;2017-08-25;19;4285445;45;221;22;19;16;194;2017-08-25;0;224;0;2017-08-29;;0;0;2017-08-29
"Lundalogik AB";26249;90;90;2017-11-28;;62;105;17;84;78;598;92;14;2635668;1309068;1436495;0.11;-62.162;2.7;5;0.01;5;2585787;1196071;2017-08-25;10;3672957;46;2;2;2;2;2;2017-08-25;535;784;6;2017-08-29;;735;80;2017-08-29
24SevenOffice;26251;51;51;2017-06-03;;73;103;39;72;105;834;85;108;271670;38760;35817;1.9;-16.96;4.3;-14.17;0.19;-14.17;227824;50439;2017-08-27;46;170698;56;18864;561;504;435;7699;2017-08-27;17;1118;34;2017-08-29;;215;2;2017-08-29
SuperOffice;26252;250;250;2017-11-28;;85;113;62;86;99;1577;56;376;75275;-6643;-4992;10.1;4;3.29;10;0.78;10;75455;-12136;2017-08-27;23;57860;59;268;46;50;50;159;2017-08-27;0;2449;57;2017-08-29;;2251;423;2017-08-29
"Uni Micro AS";26253;;;;;56;97;27;36;94;620;86;291;904809;-50540;52199;0.44;-8.939;3.6;60;0.04;60;817282;-279806;2017-08-27;24;27503;62;83;35;32;32;78;2017-08-27;4;1499;46;2017-08-29;;119;4;2017-08-29
"Fiken AS";26254;5;5;2017-11-28;;61;73;58;59;62;979;79;47;93768;-4256;-8678;6.4;6;7.1;-12.06;1.05;-12.06;58468;2482;2017-08-25;34;1340978;49;1747;135;109;103;1027;2017-08-25;;;;;;227;39;2017-08-29
"Frilans Finans Sverige";26255;1500;1500;2017-11-28;;72;104;34;94;84;2997;22;67;672616;70256;40497;0.79;-10.77;1.9;-14.93;0.03;-14.93;854546;142806;2017-08-25;25;232574;55;222;39;38;32;108;2017-08-25;3;3834;42;2017-08-29;;235;74;2017-08-29
Tripletex;26256;10;10;2017-11-28;;70;107;57;63;73;1990;42;64;109004;2357;1014;6.6;-3.64;3;-4.14;0.47;-4.14;113997;5437;2017-08-27;28;270945;54;469;84;81;76;397;2017-08-27;0;3976;43;2017-08-29;;425;52;2017-08-29
Vegasmb;26257;5;5;2017-11-28;;37;35;0;59;70;;;6;10642681;3730047;5842706;0.01;-58.333;4;100;0;100;7995683;471407;2017-08-25;11;17748885;39;4;4;4;4;4;2017-08-25;22;38;0;2017-08-29;;;;
"Conta Factura";26260;;;;;56;108;45;27;68;1170;71;48;339900;21934;13088;2.3;-9.255;1.1;-4.46;0.06;-4.46;582026;46265;2017-08-27;33;2345780;47;4027;165;114;101;2999;2017-08-27;0;7509;33;2017-08-29;;292;6;2017-08-29
Zubarus;26261;;;;;33;0;23;25;76;;;7;2703035;114369;380564;0.09;-19.05;5;60;0.01;60;1972763;-400401;2017-08-25;12;3786245;46;13319;20;17;17;6669;2017-08-25;;;;;;;;
e-conomic;26262;154;154;2017-08-09;;66;71;62;82;53;1454;60;142;408288;70984;44640;1.7;-18.69;1.3;-14.86;0.05;-14.86;643559;145432;2017-08-25;23;387916;53;150;21;23;23;76;2017-08-25;;;;;;329;139;2017-08-29
SendRegning;26263;5;5;2017-11-28;;66;106;45;59;78;735;88;46;440506;95711;98936;1.2;-28.15;2.9;-2.36;0.08;-2.36;457879;102073;2017-08-25;23;810566;51;269;27;29;28;269;2017-08-25;23;5409;1;2017-08-29;;238;0;2017-08-29
Sliptree;26264;2;2;2017-08-09;;58;94;31;54;78;2264;35;16;1734552;312969;231758;0.21;-19.39;2.2;-23.18;0.01;-23.18;1918950;516913;2017-08-25;22;1058581;50;377;122;84;76;346;2017-08-25;0;933;0;2017-08-29;;75;3;2017-08-29
"Faktum Faktura";26266;;;;;33;34;6;25;77;;;2;8506256;-4100244;-4609890;0.02;100;2;-14.65;0;-14.65;9252501;-3322461;2017-08-27;12;5387650;44;6;5;5;5;6;2017-08-27;0;0;0;2017-08-29;;;;
Compello;26267;30;30;2017-11-28;;57;46;34;75;80;4102;11;43;839911;33499;11565;0.68;-4.943;1.3;-7.194;0.02;-7.194;1249937;80315;2017-08-27;15;495120;52;21;7;8;8;11;2017-08-27;107;1830;42;2017-08-29;;;;
EHFportal;26268;;;;;24;0;0;25;70;;;4;7785394;3547229;2414954;0.04;-45.83;1;-51.691;0;-51.691;10172199;5628292;2017-08-25;10;11090154;41;3;3;3;3;3;2017-08-25;;;;;;;;
Evolumi;26269;5;5;2017-11-28;;46;91;0;59;71;;;4;6797313;-5434683;-5488235;0.03;100;2;5;0;5;7424032;-5411195;2017-08-25;7;10284511;42;0;0;0;0;0;2017-08-25;0;54;2;2017-08-29;;129;30;2017-08-29
B2B;26270;;;;;35;73;0;25;70;;;7;;;;;;;;;;;;2017-08-25;8;11086714;41;23;6;7;7;10;2017-08-25;0;38;0;2017-08-29;;15;0;2017-08-29
Upsales;26271;15;15;2017-11-28;;63;66;51;65;77;1731;50;32;692000;287724;350389;0.57;-51.835;5;8;0.07;8;526190;201274;2017-08-27;20;782368;51;51;21;19;19;51;2017-08-27;;;;;;240;51;2017-08-29
Zervant;26272;23;23;2017-11-28;;80;117;68;71;84;1449;61;159;56128;-5877;-5386;14.4;8;3.1;6;1.06;6;58222;-7908;2017-08-27;11;371338;53;104;47;46;46;104;2017-08-27;0;0;0;2017-08-29;;1706;715;2017-08-29
Firmify;26273;150;150;2017-11-28;;57;100;14;79;71;1554;56;15;2209525;490510;472043;0.14;-27.54;3.3;-19.81;0.01;-19.81;1987055;587253;2017-08-25;11;1619912;49;3;3;3;3;3;2017-08-25;0;2695;16;2017-08-29;;80;56;2017-08-29
Frifaktura;26274;;;;;23;0;0;25;66;582;93;13;19756371;12688612;11607319;0.01;-76.923;1;-25.93;0;-25.93;20834110;12326122;2017-08-25;10;20342429;38;5;4;4;4;5;2017-08-25;;;;;;;;
Faktura24;26275;;;;;25;0;0;25;74;;;10;;;;;;;;;;;;2017-08-25;14;4775688;45;29;9;9;9;24;2017-08-25;;;;;;;;
Pagero;26276;75;75;2017-04-22;;46;107;0;74;47;574;91;24;5624344;1639722;2090500;0.04;-48.276;2;40;0;40;5502590;791443;2017-08-25;12;793515;51;27;5;5;5;6;2017-08-25;70;549;1;2017-08-29;;773;105;2017-08-29
Billogram;26277;21;21;2017-11-28;;69;114;49;67;75;1258;68;38;158653;-38968;-63870;3.5;38;5.5;-27.36;0.46;-27.36;115606;-1733;2017-08-27;39;532792;52;45594;224;239;214;45159;2017-08-27;17;10604;20;2017-08-29;;1220;186;2017-08-29
SpeedLedger;26278;65;65;2017-11-28;;68;106;41;78;73;1978;42;66;443857;-33443;-29208;1.4;6;1.8;3;0.06;3;595153;-51580;2017-08-27;12;326250;54;135;33;31;29;135;2017-08-27;0;0;0;2017-08-29;;458;9;2017-08-29
OnePageCRM;26280;20;20;2017-11-28;;79;118;68;67;84;2166;37;162;64577;777;883;9.68;-4.34;7.83;4;1.78;4;37487;-555;2017-08-27;14;161235;56;762;80;81;79;670;2017-08-27;0;0;0;2017-08-29;;6984;1693;2017-08-29
Xero;26281;1970;1970;2017-11-28;;112;143;105;107;111;1656;53;2310;2142;-252;-325;310;8.9;8.96;3.5;65.09;3.5;1097;-131;2017-08-27;32;2479;70;8475;1166;1050;905;8297;2017-08-27;0;129626;3206;2017-08-29;;46396;9675;2017-08-29
invoice2go;26282;100;100;2017-11-28;;79;81;72;79;87;3479;16;78;54130;-12175;-5266;14.2;8;3.82;61;1.27;61;49610;-30762;2017-08-27;55;156334;56;5976;1011;938;839;4044;2017-08-27;;;;;;2114;57;2017-08-29
"Genius Project";26284;10;10;2017-11-28;;63;98;25;72;89;2465;30;81;744379;-43162;-30255;0.7;3;1.8;6;0.03;6;951173;-82828;2017-08-27;24;917252;50;1173;34;33;33;658;2017-08-27;0;77;2;2017-08-29;;520;129;2017-08-29
"CRM Portalen AB";26286;5;5;2017-11-28;;40;28;26;63;46;749;86;4;2637834;1415938;1638053;0.11;-65.789;3.6;5;0.01;5;2256051;1145078;2017-08-25;11;1901946;48;9;3;3;3;9;2017-08-25;;;;;;0;0;2017-08-29
Apptivo;26287;201;201;2017-11-28;;79;125;54;83;83;3229;19;289;166550;24072;32329;3.3;-21.28;5.4;9;0.42;9;123265;12393;2017-08-25;32;335393;54;888;82;90;86;848;2017-08-25;0;3688;11;2017-08-29;;18575;46;2017-08-29
OpenCRM;26288;15;15;2017-09-28;;64;110;35;67;74;3130;20;61;435686;144248;122881;1.4;-38.08;1.8;-15.98;0.06;-15.98;572897;218399;2017-08-25;36;997715;50;19329;176;153;147;11111;2017-08-25;4;146;10;2017-08-29;;2787;268;2017-08-29
Intouch;26289;10;10;2017-11-28;;71;112;49;65;84;2486;30;113;513087;33452;17049;1.4;-7.847;1.1;-6.897;0.03;-6.897;853552;76051;2017-08-27;23;781032;51;220;27;29;29;162;2017-08-27;0;489;5;2017-08-29;;6281;1243;2017-08-29
Bullhorn;26290;650;650;2017-11-28;;90;124;65;97;100;1492;59;434;67062;-7255;-9075;12.7;13;2.4;-6.25;0.72;-6.25;80914;-5064;2017-08-27;11;58137;59;51537;131;132;124;51326;2017-08-27;223;2145;6;2017-08-29;;14583;1745;2017-08-29
Accelo;26292;;;;;51;13;60;31;83;3022;22;41;99284;15884;10270;6.5;-12.85;5;-32.39;0.76;-32.39;76987;26893;2017-08-27;12;225896;55;189;35;36;36;117;2017-08-27;;;;;;;;
"Gold-Vision CRM";26293;30;30;2017-11-28;;54;100;0;73;84;;;24;1998788;-295966;-292313;0.18;20;2.3;2;0.01;2;2177966;-332811;2017-08-27;12;804850;51;10;3;3;3;10;2017-08-27;0;45;0;2017-08-29;;1419;496;2017-08-29
Teamgate;26294;15;15;2017-11-28;;75;122;48;70;89;1479;60;39;210750;-23201;-32624;2.6;10;4.5;-8.436;0.27;-8.436;174047;-7457;2017-08-27;11;289440;54;165;28;28;27;164;2017-08-27;0;2135;8;2017-08-29;;1272;1688;2017-08-29
Freshsales;26295;990;990;2017-11-28;;88;98;75;100;87;2626;28;42;69188;-4227;-6221;8.47;5;9.87;0.2;1.96;0.2;34484;-2131;2017-08-27;13;377338;53;149;28;30;30;149;2017-08-27;33;806;37;2017-08-29;;40;16;2017-08-29
"Intuit QuickBooks";26296;9700;9700;2017-11-28;4441089450;123;134;118;116;132;7336;9;12417;435;117;118;1,704;-23.3;3.28;-22.09;131;-22.09;528;203;2017-08-27;85;959;73;764092;18480;13911;9303;311590;2017-08-27;0;224118;255;2017-08-29;;4346;432;2017-08-29
Invoiced;26297;5;5;2017-11-28;;71;111;55;59;81;2579;29;38;121860;-16908;-15069;5.3;10;3.9;10;0.49;10;109895;-23237;2017-08-27;39;544857;52;1151;181;213;200;788;2017-08-27;8;149;2;2017-08-29;;2024;1790;2017-08-29
InvoiceBerry;26300;5;5;2017-11-28;;75;125;59;59;84;1336;65;208;133886;-10304;-17253;5.7;10;2.1;-17.32;0.28;-17.32;169855;5661;2017-08-27;27;347120;53;535;60;60;58;254;2017-08-27;0;20797;93;2017-08-29;;12215;5239;2017-08-29
"Paper Free Billing";26301;;;;;34;82;0;25;64;;;14;;;;;;;;;;;;2017-08-25;5;31445871;36;0;0;0;0;0;2017-08-25;;;;;;3088;2;2017-08-29
Invoicera;26302;10;10;2017-11-28;;71;121;45;63;86;875;83;300;330613;26846;3390;1.6;-4.15;3.8;-30.63;0.14;-30.63;298790;77032;2017-08-27;11;226156;55;758;69;73;69;696;2017-08-27;0;5447;115;2017-08-29;;7635;891;2017-08-29
"Clear Books";26303;26;26;2017-11-28;;80;130;60;70;88;1586;56;133;75685;4694;7655;7.2;-10.85;13;8;2.15;8;31821;458;2017-08-27;13;94076;58;503;74;77;73;470;2017-08-27;43;26153;28;2017-08-29;;4120;416;2017-08-29
Invoicely;26304;;;;;49;0;62;25;86;5295;6;34;78323;-7755;-10585;8.65;10;4.83;-5.294;0.98;-5.294;62096;-3579;2017-08-27;48;305759;54;2157;469;450;407;1919;2017-08-27;;;;;;;;
Crunch;26305;160;160;2017-11-28;;82;125;61;80;88;1436;61;203;77331;3883;977;8.57;-4.01;5.3;-15.98;1.07;-15.98;57775;8851;2017-08-27;32;66872;59;605;82;85;83;238;2017-08-27;22;2686;14;2017-08-29;;17699;1613;2017-08-29
OneBizz;26306;15;15;2017-11-28;;50;95;0;65;80;;;19;9792364;1930990;3334337;0.02;-50;3;100;0;100;9059358;-459591;2017-08-27;11;2630923;47;13;3;3;3;13;2017-08-27;6;223;0;2017-08-29;;111;28;2017-08-29
SmarterCRM;26307;;;;;31;45;0;25;74;;;1;;;;;;;;;;;;2017-08-25;11;5813157;44;29;5;4;4;16;2017-08-25;13;668;1;2017-08-29;;;;
SimplyCRM;26308;;;;;35;42;9;25;77;;;1;;;;;;;;;;;;2017-08-27;13;8389930;43;300;9;8;8;158;2017-08-27;0;0;0;2017-08-29;;;;
SkyViewCRM;26309;;;;;31;58;0;25;64;;;;;;;;;;;;;;;2017-08-25;0;0;0;0;0;0;0;0;2017-08-25;;;;;;111;0;2017-08-29
"Clickmate CRM";26310;;;;;35;83;0;25;64;;;4;;;;;;;;;;;;2017-08-25;12;33333040;35;606;3;8;7;36;2017-08-25;0;56;1;2017-08-29;;32;0;2017-08-29
UniCRM;26311;;;;;26;0;0;25;79;;;2;19609586;;;0.01;0;3;0;0;0;15467552;;2017-08-25;13;2132573;48;6;5;5;5;6;2017-08-25;;;;;;;;
ChannelCRM;26312;5;5;2017-11-28;;44;77;0;59;73;;;5;;;;;;;;;;;;2017-08-25;10;6292255;44;13;7;6;6;10;2017-08-25;0;0;0;2017-08-29;;16;4;2017-08-29
Boxus;26313;;;;;24;0;0;25;72;;;2;;;;;;;;;;;;2017-08-25;9;8771823;42;48;2;2;2;48;2017-08-25;;;;;;;;
hurtigfaktura.dk;26314;;;;;23;0;0;25;66;;;1;2759211;666283;659381;0.1;-30;4;-20.63;0.01;-20.63;2237775;711613;2017-08-25;7;17778354;39;1;1;1;1;1;2017-08-25;;;;;;;;
FakturaService.dk;26316;5;5;2017-11-28;;41;40;25;59;46;519;92;8;3291290;158142;241212;0.09;-15.38;2.1;10;0;10;3574914;-59750;2017-08-27;28;2517789;47;270;89;89;67;200;2017-08-27;;;;;;2;0;2017-08-29
Epay;26317;;;;;44;0;42;28;91;624;92;224;291415;-56713;-86695;2;32;2.8;-26.47;0.13;-26.47;315054;-1085;2017-08-27;22;40122;60;5703;80;82;79;683;2017-08-27;;;;;;;;
Sproom;26318;13;13;2017-11-28;;42;13;12;64;80;891;72;19;1396063;33126;28840;0.23;-5.495;4.5;-2.39;0.03;-2.39;1094777;36917;2017-08-27;22;505973;52;53;27;25;25;41;2017-08-27;;;;;;;;
Fakturanet;26319;;;;;21;0;0;25;58;;;5;;;;;;;;;;;;2017-08-25;6;40737170;33;1;1;1;1;1;2017-08-25;;;;;;;;
B2Brouter;26320;;;;;49;76;50;25;55;894;82;33;276674;-81086;-112513;1.6;40;8.4;-7.473;0.32;-7.473;155522;-34692;2017-08-25;12;3556592;46;165;21;23;23;144;2017-08-25;;;;;;1033;164;2017-08-29
Ibistic;26321;20;20;2017-11-28;;43;67;13;67;49;;;8;4993442;-363246;-294969;0.07;9;1;0;0;0;6928873;-466792;2017-08-27;24;3017130;46;372;92;85;74;222;2017-08-27;;;;;;107;458;2017-08-29
Billy;26322;5;5;2017-11-28;;72;109;57;65;79;1886;45;41;406401;51577;53990;1.3;-17.7;3.2;-1.83;0.1;-1.83;399775;53576;2017-08-27;17;312951;54;217;45;44;40;216;2017-08-27;37;8031;233;2017-08-29;;451;52;2017-08-29
Dinero;26323;20;20;2017-11-28;;77;117;66;67;79;1428;62;512;84775;-1260;-3602;6.97;1;8;-8.257;1.31;-8.257;48594;2166;2017-08-25;48;167690;56;136423;565;550;425;123069;2017-08-25;61;17736;486;2017-08-29;;1237;32;2017-08-29
"Antura AB";26324;;;;;24;0;0;33;63;;;2;;;;;;;;;;;;2017-08-25;9;24781060;37;2;2;2;2;2;2017-08-25;;;;;;;;
EazyProject;26325;;;;;34;60;0;25;75;;;2;5161809;2720212;2429561;0.05;-61.224;2;-32.8;0;-32.8;5820308;3314170;2017-08-27;11;6854134;43;4;4;4;4;4;2017-08-27;;;;;;128;0;2017-08-29
"ValueFrame Oy";26327;30;30;2017-11-28;;56;95;37;69;46;1531;47;31;456670;-90550;-68675;0.88;10;7.2;50;0.15;50;280006;-140174;2017-08-25;21;1901870;48;73;22;22;22;37;2017-08-25;1;117;7;2017-08-29;;256;2;2017-08-29
"Isolta Invoicing";26328;14;14;2017-08-09;;54;58;34;65;72;1600;55;27;456497;-49321;-47914;1.2;10;2.1;1;0.06;1;561975;-62099;2017-08-27;15;16049190;40;67;11;11;11;34;2017-08-27;;;;;;34;0;2017-08-29
Laskutuspohja;26329;;;;;28;0;13;25;68;;;6;2245844;288597;374085;0.13;-21.31;4;7;0.01;7;1915815;178091;2017-08-25;13;14699600;40;10;8;8;8;10;2017-08-25;;;;;;;;
"Merit Aktiva";26330;;;;;42;88;25;25;56;851;84;19;1140379;161232;183400;0.32;-19.86;4;-0.995;0.03;-0.995;961232;133297;2017-08-25;16;3722893;46;53;12;10;10;27;2017-08-25;0;1155;3;2017-08-29;;24;0;2017-08-29
Joiqu;26331;;;;;46;102;21;29;67;;;3;6006032;3870942;3690726;0.04;-75.41;2;-25.99;0;-25.99;6811966;4500158;2017-08-25;9;19727947;38;3;2;2;2;3;2017-08-25;0;91;1;2017-08-29;;813;2059;2017-08-29
PlanMill;26332;5;5;2017-11-28;;55;100;34;59;55;1091;75;43;495979;-20251;-21678;0.98;2;3.3;1;0.08;1;481861;-21875;2017-08-27;21;5504174;44;76;22;23;23;72;2017-08-27;0;0;0;2017-08-29;;3112;89;2017-08-29
Wave;26445;150;150;2017-11-28;;97;130;94;77;102;3154;20;282;5251;-678;-884;152;12;5.88;2;20.94;2;3700;-567;2017-08-27;26;22943;62;1833;426;406;357;1792;2017-08-27;0;12681;122;2017-08-29;;16470;2274;2017-08-29
AFAS;81783;420;420;2017-11-28;;79;126;44;91;89;;;11;7191258;3778517;3849713;0.03;-68.421;1;6;0;6;8361107;3981672;2017-08-25;15;10285591;42;14;9;10;10;14;2017-08-25;0;0;0;2017-08-29;;13410;745;2017-08-29
"EBP Belgium";81846;;;;;26;0;11;13;75;;;19;2422493;-627301;-594559;0.13;30;2;8;0.01;8;2512125;-727733;2017-08-25;11;3901104;45;3;3;3;3;3;2017-08-25;;;;;;;;
"Intuit Canada ULC";81896;;;;4441089450;70;91;71;29;99;1406;62;802;37749;25566;22984;24.7;-65.491;2.38;-42.65;1.38;-42.65;46379;35221;2017-08-27;13;38232;61;877;118;120;117;828;2017-08-27;;;;;;11542;4029;2017-08-29
"Wolters Kluwer";84703;17810;17810;2017-11-28;4015930411.5;100;129;76;116;100;975;79;905;61953;-788;-2460;12.8;2;3.2;-8.215;0.97;-8.215;62747;2550;2017-08-27;16;13444;64;9026448;3984;3437;2874;8931349;2017-08-27;0;21079;104;2017-08-29;;7597;1202;2017-08-29
Bouw365;89638;;;;;28;60;0;13;63;;;2;;;;;;;;;;;;2017-08-25;6;24022156;37;0;0;0;0;0;2017-08-25;;;;;;76;2;2017-08-29
Akti;91154;5;5;2017-11-28;;45;119;0;59;51;;;9;4513921;-1513241;-1117223;0.05;30;3;50;0;50;4131183;-2221725;2017-08-27;28;1538011;49;12150;77;69;67;6201;2017-08-27;0;3392;0;2017-08-29;;922;796;2017-08-29
"UNIT4 AS";91664;4300;4300;2017-11-28;555171353.1;92;116;55;103;117;21859;0;383;195186;-1149;3455;3.7;-4.61;1.9;9;0.17;9;258128;-14099;2017-08-27;29;25727;62;302;58;62;61;210;2017-08-27;162;2213;9;2017-08-29;;5525;942;2017-08-29
Rodeo;93916;;;;;41;50;23;25;80;;;2;14130573;10584024;10536246;0.01;-87.879;2;-13.71;0;-13.71;14687646;10549754;2017-08-27;14;5249863;44;68;13;13;12;38;2017-08-27;2;1882;8;2017-08-29;;;;
Billonline;95360;;;;;30;67;0;13;69;;;1;;;;;;;;;;;;2017-03-31;;;;;;;;;;;;;;;171;141;2017-08-29
"Syneton Bvba";95361;15;15;2017-11-28;;52;103;0;65;82;;;28;3029575;1761365;1149681;0.12;-60.909;2;-84.246;0;-84.246;3695915;3058383;2017-03-31;;;;;;;;;;430;349;66;2017-08-29;;631;84;2017-08-29
"AND CO";112369;11;11;2017-11-28;;65;55;55;65;85;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
EspoCRM;112512;5;5;2017-11-28;;61;45;46;59;93;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Streak;112981;20;20;2017-11-28;;120;50;184;76;117;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Close.io;112988;27;27;2017-11-28;;73;50;75;68;88;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
weclapp;113025;5;5;2017-11-28;;62;55;56;59;81;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Lexware;113027;;;;;58;53;66;13;97;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
http://adventor.no/;113030;;;;;22;13;0;25;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onFact;165247;;;;;33;44;23;27;46;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Hatchbuck;170447;20;20;2017-11-28;;67;55;61;67;85;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Salesflare;170466;6;6;2017-11-28;;70;114;57;60;73;;;;;;;;;;;;;;;;;;;;;;;;;0;943;23;2017-08-29;;759;629;2017-08-29
Flowdeck;170467;2;2;2017-11-02;;14;0;0;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Contactually;170468;80;80;2017-11-28;;71;56;66;74;87;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Axonaut;170469;;;;;40;45;42;25;50;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Gripp;170470;;;;;49;100;40;28;50;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;300;3;2017-08-29
Holded;170472;5;5;2017-11-28;;61;49;66;62;62;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
CentralStationCRM;170473;;;;;35;45;6;25;80;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Ionprojects;170540;5;5;2017-11-28;;42;36;0;65;83;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
AGYcrm;170543;1;99;2017-11-07;;39;40;0;71;62;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Bluejet;170545;;;;;31;39;0;13;88;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Fakturoid;170546;5;5;2017-11-28;;58;49;50;59;75;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Freelo;170547;3;3;2017-11-07;;40;16;32;56;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GroupCamp;170548;10;10;2017-11-28;;54;41;33;63;82;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
"Hypos CRM";170549;5;5;2017-11-28;;34;13;0;59;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Innone;170550;;;;;29;13;17;13;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Intouch CRM";170551;;;;;25;0;21;25;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RAYNET s.r.o.";170552;5;5;2017-11-28;;47;48;19;59;73;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
"CRM Service";170553;20;20;2017-11-28;;41;0;13;71;75;;;5;3308544;-176600;-39153;0.11;-2.44;1;10;0;10;4452237;-479412;2017-08-18;11;6008508;44;51;18;17;16;48;2017-08-18;;;;;;;;
Számlahegy;170556;;;;;33;39;12;25;70;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
ConnectWise;170558;810;810;2017-11-28;;90;128;65;97;97;1585;56;362;75962;-16870;-19784;10.1;26;3.11;-5.183;0.74;-5.183;78899;-13299;2017-08-25;13;86607;58;863;111;104;101;732;2017-08-25;515;15097;225;2017-08-29;;8253;1951;2017-08-29
Resco.net;170567;10;10;2017-11-28;;58;47;32;67;94;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
noCRM.io;170569;5;5;2017-11-28;;61;13;67;65;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360ksiegowosc;170570;;;;;39;53;27;25;60;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Bugilo;170575;5;5;2017-11-28;;37;42;0;59;65;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Chmiuro;170576;;;;;39;43;25;25;70;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
"CRM Vision";170577;;;;;37;40;17;25;77;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Fakturownia;170650;30;30;2017-11-28;;68;50;68;69;78;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Firmao;170752;5;5;2017-11-28;;50;43;35;59;68;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
"Streamsoft Firmino";170807;;;;;45;44;46;25;63;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
iFirma;170874;30;30;2017-11-28;;69;51;73;69;74;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
"Jelly CRM";171036;;;;;26;13;0;25;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Livespace;171168;;;;;48;51;48;25;70;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Merito;171169;5;5;2017-11-28;;34;0;0;59;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
miniCRM;171170;;;;;30;49;13;25;46;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
Sugester;171172;2;2;2017-11-28;;52;38;32;54;89;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2017-08-29;;;;
